Tipo,Producto,Cobertura,Pagos,Edad1,Edad2, SAF ,Crecimiento,SAD,PNU,PA
Vida Conjunta,Ordinario de Vida,64,5,38,45,1003880.00,Variable,0,956076.19,211284.06
Ultimo Superviviente,Ordinario de Vida,58,0,48,53,1896355.87,Variable,0,253230.15,33931.48
Ultimo Superviviente,Dotal Mixto,14,11,42,42,3721218.80,Fijo,5581828.2,2101966.01,177580.77
Individual,Temporal,38,12,22,8,2723555.00,NA,0,39709.75,3047.18
Individual,Dotal Mixto,36,22,26,4,2056844.00,NA,2056844,312042.09,20813.59
Vida Conjunta,Dotal Mixto,33,6,26,30,1479206.00,NA,1479206,237370.83,24215.28
Individual,Temporal,26,15,36,2,470149.00,NA,0,10657.97,906.47
Ultimo Superviviente,Dotal Mixto,17,2,18,18,3033619.98,Variable,6622011.969,2495435.43,548936.62
Vida Conjunta,Temporal,34,17,29,24,422219.00,NA,0,13499.85,922.92
Ultimo Superviviente,Dotal Mixto,15,6,35,32,445149.00,NA,445149,144864.85,13938.24
Vida Conjunta,Dotal Mixto,42,0,16,24,2078036.43,Variable,15360820.67,1709605.71,876075.11
Individual,Temporal,42,41,17,0,1996618.00,NA,0,29915.79,1663.24
Vida Conjunta,Temporal,26,9,28,30,774919.69,Variable,0,44317.06,5112.53
Ultimo Superviviente,Dotal Mixto,12,7,35,37,1734836.00,NA,1734836,592821.89,50080.72
Vida Conjunta,Ordinario de Vida,60,7,49,51,388448.00,NA,0,94472.15,14101.53
Individual,Dotal Mixto,21,15,39,1,634728.00,NA,634728,221820.57,19644.69
Vida Conjunta,Ordinario de Vida,52,0,51,54,777658.00,NA,0,153100.61,41273.95
Vida Conjunta,Dotal Mixto,18,0,29,31,1676117.00,NA,1676117,465536.84,125228.32
Vida Conjunta,Dotal Mixto,32,15,23,25,1270559.00,NA,1270559,228017.28,17587.49
Vida Conjunta,Dotal Mixto,31,26,28,29,2937938.90,Variable,12697602.61,2192335.24,136266.17
Vida Conjunta,Ordinario de Vida,53,1,54,55,3765006.00,Fijo,0,1371812.99,186145.39
Vida Conjunta,Temporal,24,3,25,26,3482254.63,Variable,0,121217.73,13964.15
Individual,Ordinario de Vida,62,0,44,8,1331569.00,NA,0,142540.82,49891.69
Vida Conjunta,Dotal Mixto,32,28,17,20,774260.55,Variable,3513624.954,702277.14,44759.77
Vida Conjunta,Ordinario de Vida,76,2,28,32,2576363.00,NA,0,247312.15,40845.42
Ultimo Superviviente,Dotal Mixto,35,35,19,21,2295058.00,NA,2295058,415525.95,24172.08
Individual,Temporal,36,23,25,3,1430430.00,NA,0,24976.16,1665.94
Vida Conjunta,Temporal,34,23,17,21,1721953.00,NA,0,42910.17,2875.15
Vida Conjunta,Temporal,45,41,20,16,1377040.00,NA,0,41951.44,2277.49
Ultimo Superviviente,Dotal Mixto,50,28,15,12,1080556.00,Variable,11801112.04,1024273.33,65481.51
Individual,Dotal Mixto,28,23,18,3,2970424.00,NA,2970424,669765.53,44617.47
Ultimo Superviviente,Dotal Mixto,20,7,20,28,191257.00,NA,191257,72064.96,11861.24
Vida Conjunta,Dotal Mixto,19,0,31,37,2460897.63,Variable,5922443.565,1665632.38,448179.11
Ultimo Superviviente,Temporal,18,0,39,41,2503290.00,NA,0,73.07,16.07
Ultimo Superviviente,Dotal Mixto,44,15,16,23,1802380.00,NA,1802380,199722.29,17551.18
Vida Conjunta,Dotal Mixto,29,5,31,31,2795734.00,NA,2795734,466132.02,43077.99
Vida Conjunta,Dotal Mixto,31,4,15,24,1731573.27,Variable,7483759.891,1495798.10,281346.32
Vida Conjunta,Dotal Mixto,28,9,17,20,1276958.00,NA,1276958,281453.19,28688.13
Ultimo Superviviente,Dotal Mixto,45,24,16,17,2721931.00,NA,2721931,287538.06,19430.94
Individual,Dotal Mixto,12,1,45,10,122502.00,NA,122502,42666.61,4912.82
Vida Conjunta,Dotal Mixto,9,0,33,39,1461891.00,NA,1461891,710687.79,133804.21
Vida Conjunta,Dotal Mixto,42,0,14,16,975447.00,NA,975447,118795.72,118795.72
Individual,Temporal,44,7,17,1,1348739.70,Variable,0,70639.90,10425.92
Vida Conjunta,Dotal Mixto,12,6,26,27,735036.00,NA,735036,309109.59,33400.06
Individual,Dotal Mixto,31,26,18,4,2707317.73,Variable,11700871.24,2121254.29,132237.33
Vida Conjunta,Dotal Mixto,32,22,20,20,634667.00,NA,634667,117843.62,7895.61
Ultimo Superviviente,Dotal Mixto,20,0,30,33,970668.00,NA,970668,286456.30,146721.54
Vida Conjunta,Temporal,12,0,22,23,1440610.47,Variable,0,21930.56,4833.43
Ultimo Superviviente,Dotal Mixto,30,26,23,33,1966157.00,NA,1966157,432519.82,28134.91
Ultimo Superviviente,Dotal Mixto,15,14,31,40,2321484.00,Variable,4596379.529,2210229.48,212665.19
Individual,Dotal Mixto,36,32,22,4,2281446.00,NA,2281446,342813.56,19899.72
Individual,Dotal Mixto,13,0,36,5,2080933.00,NA,2080933,872336.70,234537.54
Vida Conjunta,Dotal Mixto,33,0,31,31,976865.00,NA,976865,181308.27,48784.44
Ultimo Superviviente,Temporal,34,6,22,23,1762408.00,NA,0,25.10,2.41
Vida Conjunta,Ordinario de Vida,82,0,23,27,1055081.00,NA,0,72419.54,13620.16
Individual,Dotal Mixto,25,16,29,6,1560861.66,Variable,5033934.84,1109275.24,80726.73
Vida Conjunta,Dotal Mixto,36,12,26,26,1047295.00,NA,1047295,148272.51,11787.36
Vida Conjunta,Temporal,49,16,14,16,1852167.00,NA,0,58664.76,4990.38
Vida Conjunta,Dotal Mixto,30,1,26,25,1974519.40,Variable,8127389.602,1547087.62,341030.56
Individual,Dotal Mixto,23,21,18,1,1093484.00,NA,1093484,343055.69,24941.88
Ultimo Superviviente,Temporal,19,16,44,44,2261624.00,NA,0,122.01,8.25
Individual,Temporal,31,21,33,10,865791.00,NA,0,17035.36,1049.48
Vida Conjunta,Dotal Mixto,42,8,19,15,673938.00,NA,673938,90162.64,11165.85
Ultimo Superviviente,Temporal,19,16,24,27,324693.00,NA,0,2.57,0.21
Ultimo Superviviente,Temporal,26,14,36,31,749705.00,NA,0,25.12,2.21
Vida Conjunta,Temporal,8,0,51,52,2122381.00,NA,0,88711.23,16739.77
Ultimo Superviviente,Temporal,32,0,30,29,2368288.00,NA,0,60.48,11.35
Individual,Dotal Mixto,45,11,20,5,3383715.97,Variable,28954966.03,2524980.95,222627.39
Individual,Temporal,28,10,17,4,867064.80,Fijo,0,12132.00,1170.54
Vida Conjunta,Temporal,11,5,49,49,2656489.00,NA,0,113385.27,15367.83
Individual,Dotal Mixto,44,31,19,0,1136032.00,Fijo,3578500.8,432506.08,26613.75
Vida Conjunta,Dotal Mixto,26,19,31,33,151261.00,NA,151261,39080.52,2869.37
Individual,Dotal Mixto,31,23,22,1,2557419.00,NA,2557419,553352.22,38421.46
Individual,Temporal,25,14,20,7,247219.10,Variable,0,3818.38,284.84
Vida Conjunta,Dotal Mixto,8,0,29,36,2068480.00,NA,2068480,1003944.29,221361.65
Vida Conjunta,Dotal Mixto,39,8,20,15,127585.00,NA,127585,16906.24,1722.95
Ultimo Superviviente,Temporal,33,0,24,27,4524124.51,Variable,0,229.02,30.69
Vida Conjunta,Temporal,24,0,30,30,888937.00,NA,0,24934.58,8729.84
Vida Conjunta,Dotal Mixto,11,0,26,32,1459287.00,NA,1459287,558684.58,195583.02
Vida Conjunta,Dotal Mixto,8,0,53,54,2069498.00,NA,2069498,931510.53,206000.14
Vida Conjunta,Temporal,19,0,36,34,2964940.00,NA,0,85893.01,44020.45
Individual,Dotal Mixto,30,2,27,5,256127.50,Fijo,553235.4,101916.09,16800.89
Vida Conjunta,Dotal Mixto,24,5,18,27,2757691.00,NA,2757691,879471.78,193883.58
Individual,Temporal,12,0,45,8,2734096.00,NA,0,49338.31,10872.64
Vida Conjunta,Dotal Mixto,45,11,15,19,1303372.30,Variable,11153152.66,1072287.62,103759.96
Vida Conjunta,Temporal,30,30,25,31,127801.80,Variable,0,9049.73,549.71
Ultimo Superviviente,Dotal Mixto,32,21,22,28,1187549.00,NA,1187549,168373.13,10591.53
Vida Conjunta,Temporal,44,28,17,16,1403152.46,Variable,0,122652.39,7486.68
Vida Conjunta,Dotal Mixto,31,0,23,28,2064042.19,Variable,8920671.411,1330500.00,219616.75
Vida Conjunta,Dotal Mixto,16,13,26,28,708753.00,NA,708753,225226.59,16894.19
Individual,Temporal,29,0,23,7,256830.00,NA,0,3131.76,841.73
Vida Conjunta,Dotal Mixto,23,2,22,18,1102078.00,NA,1102078,367011.45,188076.68
Individual,Dotal Mixto,27,25,16,1,603068.00,NA,603068,156493.32,10425.05
Individual,Dotal Mixto,14,11,20,5,2876411.25,Fijo,4372145.1,1733136.41,152810.51
Individual,Dotal Mixto,42,41,20,1,1046342.00,NA,1046342,138385.00,7645.14
Vida Conjunta,Temporal,7,6,28,28,1181187.00,NA,0,14907.93,1443.68
Vida Conjunta,Dotal Mixto,13,2,33,30,1010109.21,Variable,1814011.022,753759.05,124508.04
Vida Conjunta,Dotal Mixto,32,0,28,29,1153325.00,NA,1153325,219857.76,112673.21
Individual,Dotal Mixto,15,3,28,7,134748.00,NA,134748,46544.63,5753.97
Ultimo Superviviente,Dotal Mixto,22,10,37,36,1877617.00,NA,1877617,433704.24,35336.85
Vida Conjunta,Dotal Mixto,29,18,28,36,1495602.00,NA,1495602,286573.85,19653.27
Vida Conjunta,Dotal Mixto,15,5,27,28,231679.00,NA,231679,88792.06,11004.09
Ultimo Superviviente,Dotal Mixto,42,4,20,24,2822852.00,NA,2822852,312732.79,51472.95
Individual,Temporal,21,0,23,6,360408.00,NA,0,3487.14,3487.14
Vida Conjunta,Ordinario de Vida,71,0,37,37,2171219.00,NA,0,270878.23,138841.22
Vida Conjunta,Dotal Mixto,24,21,39,44,1353393.00,NA,1353393,430459.27,32012.97
Ultimo Superviviente,Dotal Mixto,16,4,43,45,736443.00,NA,736443,217096.81,22011.60
Individual,Ordinario de Vida,79,5,32,5,1145785.00,NA,0,84254.06,10420.36
Ultimo Superviviente,Dotal Mixto,27,15,18,22,1250556.00,NA,1250556,303663.73,25652.69
Vida Conjunta,Temporal,29,16,16,21,1497768.00,NA,0,32269.08,2649.70
Vida Conjunta,Dotal Mixto,19,17,21,23,2690878.00,NA,2690878,937924.81,72344.27
Vida Conjunta,Dotal Mixto,31,0,25,31,1774341.00,NA,1774341,402267.28,402267.28
Vida Conjunta,Dotal Mixto,17,16,23,19,2124995.00,NA,2124995,852177.36,70008.13
Vida Conjunta,Ordinario de Vida,73,4,33,36,2521654.80,Variable,0,2287215.24,504680.20
Individual,Temporal,16,4,43,3,1373730.00,NA,0,28165.17,4650.39
Vida Conjunta,Ordinario de Vida,68,0,38,41,757303.00,NA,0,86141.29,44149.95
Vida Conjunta,Ordinario de Vida,79,1,30,27,3358927.41,Variable,0,2273454.29,336225.06
Vida Conjunta,Dotal Mixto,36,19,17,19,1794111.90,Fijo,4784298.4,811907.10,62595.02
Individual,Dotal Mixto,26,17,32,8,2172595.00,NA,2172595,431128.93,29336.32
Vida Conjunta,Temporal,35,30,29,27,612866.76,Variable,0,58142.91,3488.77
Vida Conjunta,Dotal Mixto,41,20,20,21,1480475.00,NA,1480475,183979.67,12565.48
Vida Conjunta,Dotal Mixto,38,16,24,21,1883066.00,NA,1883066,223279.47,15242.46
Individual,Dotal Mixto,22,22,35,8,201124.00,NA,201124,48043.24,3005.77
Vida Conjunta,Temporal,17,8,27,28,2306901.45,Variable,0,63768.67,8585.52
Individual,Dotal Mixto,16,2,13,2,473860.00,NA,473860,197867.45,53178.65
Vida Conjunta,Dotal Mixto,25,23,18,23,2999189.00,NA,2999189,691225.75,44011.50
Vida Conjunta,Ordinario de Vida,60,7,44,46,1612368.00,NA,0,298452.14,37215.25
Ultimo Superviviente,Dotal Mixto,7,6,33,38,599257.45,Fijo,723241.75,331273.18,30396.70
Individual,Temporal,22,21,38,0,2799071.00,NA,0,60274.52,4526.65
Ultimo Superviviente,Temporal,38,6,20,19,1749023.91,Variable,0,94.51,10.84
Vida Conjunta,Temporal,35,5,24,31,2998518.00,NA,0,109611.82,12633.92
Ultimo Superviviente,Temporal,6,0,31,41,1273030.02,Variable,0,8.17,8.17
Vida Conjunta,Dotal Mixto,21,13,34,35,931082.08,Variable,2470437.942,600183.81,45144.15
Individual,Temporal,43,17,21,1,2604280.35,Variable,0,163149.51,13348.87
Individual,Dotal Mixto,14,5,40,3,2580719.00,NA,2580719,1137445.87,168144.05
Individual,Dotal Mixto,14,1,45,2,1589914.00,NA,1589914,737302.58,258158.58
Ultimo Superviviente,Dotal Mixto,38,16,22,19,634158.00,NA,634158,81520.93,6230.14
Individual,Dotal Mixto,34,9,28,10,3083037.00,Fijo,6474377.7,781345.39,61837.35
Ultimo Superviviente,Temporal,36,0,22,28,1197671.00,NA,0,25.95,4.27
Vida Conjunta,Temporal,9,1,50,56,1549847.00,NA,0,78617.92,13066.74
Vida Conjunta,Dotal Mixto,28,0,25,30,971017.22,Variable,3625250.379,690083.81,690083.81
Ultimo Superviviente,Dotal Mixto,12,0,47,46,229337.00,NA,229337,90658.96,31705.53
Vida Conjunta,Dotal Mixto,45,31,16,22,423153.00,NA,423153,53499.40,3273.08
Ultimo Superviviente,Dotal Mixto,14,0,26,28,1776820.00,NA,1776820,637645.46,104950.62
Vida Conjunta,Dotal Mixto,13,4,34,35,2869532.00,NA,2869532,1331950.58,220166.48
Ultimo Superviviente,Temporal,31,10,19,27,1095779.00,NA,0,13.28,1.05
Individual,Temporal,6,0,55,10,122590.00,NA,0,2868.27,2868.27
Individual,Dotal Mixto,15,11,32,4,2685136.00,NA,2685136,1072188.90,98824.22
Ultimo Superviviente,Temporal,23,22,32,37,395135.00,NA,0,10.92,0.74
Vida Conjunta,Dotal Mixto,16,0,28,30,1772220.29,Variable,3684318.7,1087989.52,1087989.52
Vida Conjunta,Temporal,21,0,38,37,4456516.08,Variable,0,227771.12,37632.80
Individual,Temporal,31,24,26,1,809637.00,NA,0,12983.59,883.71
Ultimo Superviviente,Dotal Mixto,33,0,17,21,1513197.00,NA,1513197,261001.26,133683.59
Vida Conjunta,Dotal Mixto,19,5,27,31,302219.00,NA,302219,110950.53,18328.34
Vida Conjunta,Dotal Mixto,14,0,23,23,4535336.20,Variable,8552052.808,2651717.14,391947.65
Ultimo Superviviente,Dotal Mixto,20,0,34,39,2897462.25,Variable,7321742.796,1776412.12,909869.80
Individual,Temporal,19,1,15,2,504139.90,Fijo,0,4667.69,1633.13
Individual,Dotal Mixto,32,14,25,5,1428216.25,Fijo,3199204.4,535641.65,42401.80
Vida Conjunta,Dotal Mixto,45,0,18,18,917782.00,NA,917782,101446.82,35510.53
Vida Conjunta,Temporal,15,12,45,48,1899712.00,NA,0,91138.19,8173.00
Vida Conjunta,Temporal,14,0,27,29,956729.00,NA,0,17064.14,4589.92
Vida Conjunta,Dotal Mixto,24,12,31,30,1269915.80,Variable,3900576.548,818599.05,63204.22
Vida Conjunta,Dotal Mixto,21,0,29,26,1035690.00,NA,1035690,274892.82,51711.00
Individual,Temporal,28,22,29,2,2794255.00,NA,0,46079.33,3204.24
Individual,Dotal Mixto,22,17,24,6,2739670.09,Variable,7632618.37,1947032.38,138193.21
Vida Conjunta,Dotal Mixto,44,33,21,22,1136701.00,NA,1136701,122638.04,6981.69
Vida Conjunta,Dotal Mixto,37,37,24,30,3173514.90,Variable,18380414.8,1948262.86,106201.52
Vida Conjunta,Temporal,38,22,24,19,289370.00,NA,0,8361.48,532.39
Individual,Dotal Mixto,20,0,41,7,1835355.00,NA,1835355,507864.62,111892.79
Individual,Dotal Mixto,40,10,21,0,533692.00,Variable,3578272.053,508278.10,62834.66
Individual,Dotal Mixto,28,12,21,4,1825041.00,NA,1825041,393386.59,34689.86
Individual,Dotal Mixto,23,23,27,5,2228409.30,Variable,6518678.208,1662873.33,107085.81
Ultimo Superviviente,Dotal Mixto,20,0,35,43,2855803.00,NA,2855803,692563.72,692563.72
Vida Conjunta,Dotal Mixto,32,19,28,36,208544.00,NA,208544,35629.22,2397.32
Individual,Dotal Mixto,26,17,35,4,1996794.00,NA,1996794,480218.12,35943.68
Individual,Temporal,11,0,34,5,520544.20,Variable,0,5616.18,2877.50
Individual,Dotal Mixto,40,24,22,9,1206542.00,NA,1206542,121658.51,7288.87
Ultimo Superviviente,Dotal Mixto,28,22,34,31,2499244.00,Variable,9330818.313,2375238.96,171877.46
Ultimo Superviviente,Dotal Mixto,37,29,17,17,952165.00,NA,952165,141827.11,8663.20
Individual,Dotal Mixto,12,0,21,4,3526352.40,Fijo,5142597.25,2358327.10,2358327.10
Vida Conjunta,Dotal Mixto,41,38,24,22,2811987.90,Fijo,6690591.9,637012.07,34425.14
Vida Conjunta,Dotal Mixto,25,20,35,35,883352.00,NA,883352,229609.52,16132.84
Individual,Dotal Mixto,47,5,15,1,604217.00,NA,604217,63720.62,11969.72
Ultimo Superviviente,Temporal,30,12,30,25,2028232.00,NA,0,47.61,4.83
Vida Conjunta,Dotal Mixto,45,4,17,18,2863763.00,NA,2863763,315612.56,46651.42
Individual,Temporal,18,11,44,4,1982898.00,NA,0,48718.76,4506.17
Individual,Dotal Mixto,36,6,20,3,1035686.55,Fijo,2611731.3,397176.77,53317.95
Vida Conjunta,Dotal Mixto,36,0,23,30,310656.00,NA,310656,50330.89,17620.82
Ultimo Superviviente,Dotal Mixto,11,0,40,44,1617178.00,NA,1617178,777575.11,398270.35
Individual,Temporal,34,18,29,8,1715602.00,NA,0,31283.50,2086.17
Individual,Dotal Mixto,35,11,18,5,363840.00,NA,363840,54216.15,4779.65
Vida Conjunta,Dotal Mixto,20,12,27,29,1949452.00,NA,1949452,541454.87,43066.92
Individual,Temporal,39,15,23,6,2519109.00,NA,0,41028.65,3061.82
Individual,Dotal Mixto,49,8,14,1,1628950.00,NA,1628950,157596.48,21153.54
Ultimo Superviviente,Dotal Mixto,22,10,38,40,493879.00,NA,493879,125709.99,11047.55
Vida Conjunta,Dotal Mixto,10,0,20,22,185900.00,NA,185900,90033.73,46136.53
Vida Conjunta,Dotal Mixto,40,32,20,21,932475.00,NA,932475,142834.49,8639.31
Vida Conjunta,Dotal Mixto,32,10,32,30,1172216.18,Variable,5319563.311,719639.05,57255.98
Ultimo Superviviente,Dotal Mixto,36,30,27,28,2623027.00,NA,2623027,290686.74,16271.63
Ultimo Superviviente,Dotal Mixto,40,32,23,23,2797540.00,NA,2797540,295324.23,16676.84
Vida Conjunta,Temporal,40,40,16,18,2937908.00,Variable,0,241545.07,13656.70
Vida Conjunta,Dotal Mixto,27,0,34,34,3522290.36,Variable,12524111.65,2759806.67,2759806.67
Vida Conjunta,Dotal Mixto,35,16,18,18,2972226.00,NA,2972226,463269.02,34704.81
Vida Conjunta,Dotal Mixto,7,0,33,31,2142532.00,NA,2142532,990975.38,990975.38
Vida Conjunta,Dotal Mixto,32,19,22,25,788281.00,NA,788281,154430.11,11293.90
Vida Conjunta,Dotal Mixto,40,14,16,21,848092.00,NA,848092,128923.59,11907.83
Ultimo Superviviente,Temporal,17,11,34,42,3141356.48,Variable,0,112.47,9.88
Individual,Temporal,22,19,41,10,277707.00,NA,0,6234.30,396.64
Vida Conjunta,Temporal,30,19,20,17,347468.00,NA,0,7607.47,555.60
Individual,Dotal Mixto,22,13,36,8,2548981.48,Variable,7101367.052,1643096.19,122867.84
Vida Conjunta,Temporal,29,22,34,34,208918.11,Variable,0,15983.84,1008.91
Vida Conjunta,Dotal Mixto,31,0,34,29,1666077.40,Variable,7200690.534,974120.95,120712.00
Individual,Dotal Mixto,20,0,30,1,2609466.00,NA,2609466,948228.62,948228.62
Vida Conjunta,Dotal Mixto,34,8,13,14,1292353.00,NA,1292353,260444.69,38496.93
Individual,Dotal Mixto,35,29,21,6,1278042.51,Variable,6714002.035,908280.95,53225.94
Vida Conjunta,Temporal,20,18,22,29,2843024.00,NA,0,58622.93,4186.57
Individual,Dotal Mixto,9,5,34,8,2392499.00,NA,2392499,1050347.62,106873.01
Ultimo Superviviente,Temporal,35,7,25,26,1968115.00,NA,0,53.58,7.18
Vida Conjunta,Temporal,25,9,27,27,1722474.00,NA,0,44172.04,4279.16
Ultimo Superviviente,Dotal Mixto,29,23,24,21,3692677.80,Fijo,7385355.6,1213196.29,74105.32
Vida Conjunta,Dotal Mixto,16,8,26,28,520138.00,NA,520138,240910.98,35650.91
Vida Conjunta,Dotal Mixto,15,10,23,23,2307953.00,NA,2307953,882735.87,81535.63
Vida Conjunta,Dotal Mixto,49,7,11,16,2025901.00,NA,2025901,214553.73,31712.71
Individual,Dotal Mixto,27,5,23,5,708642.00,NA,708642,152876.07,18896.01
Vida Conjunta,Temporal,26,20,30,35,880870.00,NA,0,29013.19,1854.97
Vida Conjunta,Temporal,19,2,21,27,2194809.00,NA,0,41284.17,5113.15
Individual,Dotal Mixto,19,4,23,6,2736834.00,NA,2736834,818869.88,101210.67
Vida Conjunta,Temporal,12,10,29,29,2504887.00,NA,0,39609.49,3839.71
Individual,Dotal Mixto,24,8,22,4,1031720.40,Fijo,2020452.45,518681.69,55880.20
Ultimo Superviviente,Dotal Mixto,15,0,28,35,2116551.00,NA,2116551,923219.08,472868.42
Vida Conjunta,Dotal Mixto,7,0,22,28,3362515.73,Variable,4506092.668,2167507.62,2167507.62
Vida Conjunta,Dotal Mixto,14,3,39,45,1514122.00,NA,1514122,675885.02,127462.10
Vida Conjunta,Dotal Mixto,27,9,31,39,4648250.94,Variable,16527658.91,2853622.86,234956.43
Ultimo Superviviente,Temporal,18,3,24,19,2794723.00,NA,0,14.79,1.70
Individual,Dotal Mixto,49,19,14,1,2644273.00,NA,2644273,255826.22,19629.60
Vida Conjunta,Dotal Mixto,23,16,26,27,1275997.00,NA,1275997,407909.22,34786.96
Ultimo Superviviente,Dotal Mixto,32,11,19,18,1944753.49,Variable,8825368.162,1380781.67,116644.11
Individual,Dotal Mixto,43,12,19,1,2196329.10,Variable,17047000.61,1992135.24,202553.75
Ultimo Superviviente,Dotal Mixto,35,3,20,22,1975816.00,NA,1975816,266841.84,35754.46
Vida Conjunta,Temporal,25,13,24,31,1569708.00,Variable,0,83844.07,8566.15
Vida Conjunta,Temporal,31,20,27,35,896878.00,NA,0,35765.82,2454.34
Vida Conjunta,Temporal,36,0,23,29,185680.00,NA,0,6701.23,6701.23
Ultimo Superviviente,Dotal Mixto,17,13,25,28,1212366.40,Fijo,1905147.2,562414.18,41778.81
Vida Conjunta,Dotal Mixto,21,20,25,28,2272755.90,Variable,6030298.018,1869801.90,133672.25
Individual,Dotal Mixto,27,23,24,9,1534874.30,Fijo,2910968.5,509455.98,30913.22
Ultimo Superviviente,Temporal,16,5,45,49,247238.20,Fijo,0,26.36,4.34
Individual,Dotal Mixto,13,10,33,9,2803461.07,Variable,5034613.292,1721081.90,136323.77
Individual,Dotal Mixto,43,14,14,3,2696322.79,Variable,20927745.38,2218271.43,188010.54
Vida Conjunta,Temporal,40,6,19,28,497580.00,NA,0,18704.42,2516.59
Vida Conjunta,Dotal Mixto,38,19,17,19,1027265.00,NA,1027265,168770.87,13011.61
Ultimo Superviviente,Dotal Mixto,29,0,24,22,1875938.00,NA,1875938,356756.40,182728.91
Ultimo Superviviente,Dotal Mixto,21,12,21,28,840265.00,NA,840265,248039.18,21797.21
Ultimo Superviviente,Dotal Mixto,8,4,41,43,2079321.00,NA,2079321,999902.32,114648.10
Individual,Dotal Mixto,37,3,22,4,630844.10,Variable,3653733.022,494282.86,81471.56
Vida Conjunta,Temporal,18,13,26,32,2169077.00,NA,0,47020.94,4169.96
Vida Conjunta,Temporal,23,2,27,30,495689.00,NA,0,12261.87,1412.87
Ultimo Superviviente,Dotal Mixto,26,15,22,17,1261350.00,NA,1261350,277813.81,21231.53
Ultimo Superviviente,Dotal Mixto,40,24,15,18,1634110.80,Variable,10956306.27,1479486.55,99979.18
Ultimo Superviviente,Dotal Mixto,11,0,48,47,503164.00,NA,503164,189421.78,25381.35
Individual,Dotal Mixto,37,26,21,3,1565286.85,Fijo,4015301.05,583176.03,36928.29
Vida Conjunta,Temporal,46,36,13,18,1885760.00,NA,0,55127.18,3134.10
Individual,Dotal Mixto,28,5,32,6,2644220.00,NA,2644220,526726.46,60571.88
Vida Conjunta,Ordinario de Vida,86,0,21,22,3112029.40,Variable,0,2560274.29,2560274.29
Vida Conjunta,Ordinario de Vida,54,3,53,52,577580.95,Variable,0,390929.52,48871.74
Vida Conjunta,Temporal,35,0,21,25,2864324.44,Variable,0,188574.84,41560.85
Individual,Dotal Mixto,37,18,23,5,2674487.50,Fijo,6525749.5,863608.87,61295.79
Individual,Dotal Mixto,17,0,21,4,2850895.00,NA,2850895,1031741.55,528579.07
Ultimo Superviviente,Dotal Mixto,35,3,25,24,2088095.00,NA,2088095,326248.19,61215.96
Ultimo Superviviente,Temporal,33,28,23,24,1863862.00,NA,0,26.54,1.51
Vida Conjunta,Dotal Mixto,35,27,21,26,1324945.00,NA,1324945,219781.13,13629.43
Vida Conjunta,Dotal Mixto,7,0,27,29,1865509.00,NA,1865509,861970.24,301748.39
Vida Conjunta,Dotal Mixto,30,8,24,24,2828564.00,NA,2828564,527686.01,51085.29
Individual,Temporal,17,10,39,3,1471352.00,NA,0,25009.25,2549.43
Individual,Dotal Mixto,24,8,28,5,1695228.00,NA,1695228,422010.70,42925.69
Vida Conjunta,Temporal,19,11,41,47,1273547.39,Variable,0,89913.70,7211.12
Ultimo Superviviente,Dotal Mixto,17,1,35,39,1318029.00,NA,1318029,521267.32,182299.08
